Status
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Suceptible
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
Resistant
